,1q21.3  ,1q44    ,3p25.1  ,3q26.32 ,4q13.3  ,5p15.33 ,6p23    ,6q21    ,8p11.23 ,8p11.21 ,8q24.21 ,10p15.1 ,10q22.3 ,11p13   ,11q13.3 ,11q14.1 ,12p13.33,12q15   ,13q34   ,14q21.1 ,15q26.3 ,17p11.2 ,17q12   ,17q23.1 ,19p13.12,19q12   ,19q13.42,20q13.2 ,1p36.13 ,1p21.2  ,2q37.3  ,3p21.31 ,4p16.3  ,4q35.2  ,5q11.2  ,5q21.3  ,6p25.3  ,6q15    ,6q27    ,7p22.3  ,7q36.1  ,8p23.2  ,9p23    ,9p21.3  ,9q21.11 ,9q34.2  ,10q23.31,10q26.3 ,11p15.5 ,11q13.1 ,11q23.3 ,11q25   ,12p13.1 ,12q23.1 ,12q24.31,13q14.2 ,14q24.1 ,14q32.12,15q13.1 ,16q24.3 ,17p12   ,17q21.31,18q23   ,19p13.3 ,19q13.32,20p13   ,21q11.2 ,22q11.1 ,22q13.32
TCGA.AR.A1AW,0.3754,0.3754,-0.0004,-0.0004,0.045,-0.0188,0.0645,0.0629,-0.1895,-0.1895,0.9408,0.1938,0.1938,-0.1932,-0.1464,-0.1464,-0.0509,-0.0509,0.1286,0.148,-0.1909,0.1727,0.1727,0.1727,0.4915,0.1646,0.1646,0.1299,-0.1236,-0.1236,0.0,-0.0004,0.045,0.045,-0.0188,-0.0188,0.0645,0.0629,0.0662,0.0707,0.1636,-0.1952,-0.1059,-0.1059,-0.1059,-0.1059,0.1938,0.1938,-0.1932,-0.1464,-0.1464,0.6067,-0.0509,-0.0509,-0.0509,-0.2341,-0.096,-0.1098,-0.185,-0.1996,0.1727,0.1727,0.4456,-0.2052,0.1646,1.5399,-0.3195,-0.0711,-0.0711
TCGA.AR.A1AX,0.0874,0.0874,-0.0013,-0.0013,-0.0023,-0.0019,-0.0018,-0.0018,-0.1712,0.7126,0.7695,0.001,-0.0016,-0.0005,0.0148,0.0148,0.0028,0.0028,-0.0645,-0.1927,0.1997,-0.1247,1.3066,0.0392,0.1934,0.1934,0.1934,0.0007,0.0874,0.0874,0.0,-0.0013,-0.0023,-0.0023,-0.0019,-0.0019,-0.0018,-0.0018,-0.0018,-0.0005,-0.001,-0.1712,-0.0105,-0.0105,-0.0105,0.0048,0.0048,0.0034,-0.0005,0.0148,0.0148,0.0148,0.0028,0.0028,0.0028,0.001,-0.1927,-0.1927,0.1997,-0.1951,-0.1247,0.0392,0.0074,-0.1729,0.1934,0.0007,0.142,0.008,0.008
TCGA.AR.A1AY,1.1777,0.4572,0.0564,0.0065,-0.6726,0.4463,0.6753,1.3957,0.0079,0.6326,1.6225,1.1303,-0.686,0.0212,0.0132,0.0132,0.0082,0.0,0.0495,-0.6899,-0.016,-0.7064,-0.6683,-0.3932,-0.0451,-0.0451,-0.0497,0.6383,-0.7091,0.0236,-0.6754,0.021,-0.0058,-0.6726,-0.6773,-0.6773,0.0082,0.0142,-0.1837,0.0218,0.0076,0.6257,0.6605,-0.0069,-0.681,-0.681,-1.0021,-0.7507,0.0247,0.0021,0.0132,0.0132,0.0,0.0,0.0,-0.6552,-0.6899,-0.6899,-0.6872,0.0114,-0.7064,-0.6683,-0.0055,-0.0451,-0.0451,-0.713,0.0392,-0.1917,-0.1576
TCGA.AR.A24H,0.1541,-0.3672,-0.2684,0.1596,0.1563,0.1474,0.185,0.4533,0.123,0.123,1.6713,0.5982,-0.217,-0.2984,-0.2984,-0.2984,0.4524,0.0668,1.0601,-0.2606,-0.0987,0.1256,0.7637,0.7637,-0.6557,-0.2282,-0.2282,0.5449,-0.6761,0.0445,-0.2374,-0.633,0.3052,-0.9422,0.0,0.0,-0.6919,0.0938,0.5826,0.4041,-0.689,-0.7242,0.1002,0.7996,0.0723,-0.2155,-0.217,-0.6813,-0.6895,-0.2984,-0.6921,-0.6921,0.4524,1.403,0.6918,-0.0654,-0.2418,-0.2567,-0.3992,-0.6941,-0.6779,0.7637,-0.2846,-0.2195,-0.2282,0.1666,0.061,-0.6742,-0.691
TCGA.AR.A24K,1.1897,1.242,0.1969,0.2006,-0.1816,-0.1909,-0.2195,-0.2195,-0.2011,-0.2011,0.9259,0.205,0.205,0.1789,0.1714,0.1723,-0.1972,-0.1972,-0.615,0.8274,0.2024,0.1528,0.1528,0.1528,0.1638,0.1638,0.1638,-0.1926,0.2006,0.1903,-0.1848,0.1969,-0.1816,-0.1826,-0.1909,-0.1909,-0.2237,-0.2195,-0.2195,0.2003,0.2023,-0.2011,0.2058,-0.6104,-0.631,-0.6384,0.205,0.205,0.1735,0.1714,0.1775,0.1775,-0.1972,-0.1972,-0.1972,-0.612,-0.647,-0.6349,0.2136,-0.6572,0.1606,0.1528,0.2151,0.1638,0.1638,-0.1994,0.2014,-0.6447,-0.6507
TCGA.AR.A24L,0.2428,0.2428,0.0187,0.0035,-0.0175,0.0194,-0.4876,-0.0237,0.0592,0.0592,0.0592,-0.0329,-0.4754,0.0278,0.5165,0.0227,0.0093,0.0093,-0.4942,0.0185,-0.0142,-0.0575,0.3802,0.8179,-0.0209,-0.0209,0.7125,0.5385,-0.4996,0.2428,0.0,-0.4928,-0.0485,0.5401,0.0844,-0.4163,-0.4876,-0.0237,-0.0237,-0.0075,0.0159,-0.4906,-0.0193,-0.0108,-0.0108,0.006,-0.4754,-0.0352,-0.4898,-0.4868,-0.4798,-0.4798,0.0093,0.0093,0.0093,-0.4807,-0.474,-0.474,-0.0084,-0.4378,-0.4633,0.3802,-0.0824,-0.0209,-0.4496,0.0177,0.0062,0.0278,-0.044
TCGA.AR.A24M,0.9522,1.0115,-0.0042,0.4902,0.0028,-0.001,-0.0127,-0.0058,0.0007,0.0007,0.0007,0.0007,0.0007,0.0029,0.0,0.0,-0.0126,1.0067,0.0152,0.4963,-0.0004,-0.0116,-0.0116,-0.0116,-0.0168,-0.0168,-0.0168,0.0065,-0.0053,-0.0053,-0.0011,-0.0042,0.0028,0.0028,-0.001,-0.001,-0.0127,-0.0058,-0.0058,-0.0004,-0.0004,0.0007,-0.0012,-0.0012,-0.0012,-0.0012,0.0007,0.0007,0.0029,0.0,0.0,0.0,-0.5958,1.0067,0.5363,0.0039,0.492,0.492,-0.0043,0.0056,-0.0116,-0.0116,-0.5992,-0.0168,-0.0168,0.0065,-1.239,-0.0006,-0.0006
TCGA.AR.A24N,1.1709,1.2101,0.0,0.0,0.0092,0.0035,0.0001,0.0001,0.001,0.001,2.1511,0.0008,0.0008,-0.0012,-0.0012,-0.0012,0.0072,-0.0036,-0.7425,-0.0003,0.0014,-0.0521,-0.0521,-0.0521,-0.0108,-0.0108,-0.0108,-0.0039,-0.0115,0.0068,-0.0007,0.0,0.0092,0.0092,0.0035,0.0035,0.0001,0.0001,0.0001,-0.0022,-0.0022,0.001,-0.1094,-0.1094,-0.1036,-0.1105,0.0008,0.0008,-0.0012,-0.0012,-0.0012,-0.0012,0.0072,-0.0036,-0.0036,-0.6831,-0.0003,-0.0003,0.0014,-0.3426,-0.0521,-0.0521,0.0125,-0.0108,-0.0108,-0.0039,0.0061,0.0004,0.0004
TCGA.AR.A24O,0.0024,0.0024,0.0,0.0,-0.1932,-0.0033,0.0003,0.0003,-0.007,-0.007,-0.007,0.0062,0.0051,-0.0591,-0.0591,-0.0591,-0.0006,-0.0047,-0.0003,0.0022,0.0062,0.0028,0.0053,0.0053,0.0072,0.0072,0.0072,0.0031,0.0024,0.0024,-0.0035,0.0,-0.1932,-0.1932,-0.0068,-0.0028,0.0003,0.0003,0.0003,0.0001,0.0018,0.0019,-0.0051,-0.0051,0.0023,0.0113,0.0051,0.0051,-0.0591,-0.0591,-0.0591,-0.0591,-0.0006,-0.0047,-0.0001,-0.0003,0.0022,0.0022,0.0074,-0.3268,-0.3612,0.0053,0.009,0.0072,0.0072,0.0031,0.0056,-0.3633,-0.3633
TCGA.AR.A24P,0.9704,0.9704,0.0185,0.0185,-0.0148,0.0888,-0.5278,-0.5278,0.054,0.054,0.054,-0.0582,-0.0582,0.0,0.0,0.0,0.0277,0.0277,-0.0519,0.0249,-0.0052,-0.5439,0.5503,0.5503,-0.0094,-0.0059,-0.0059,0.0536,-0.0318,-0.0318,-0.0002,0.0185,-0.0148,-0.0148,0.0888,0.0888,-0.5278,-0.5278,-0.5389,0.0699,-0.0377,0.054,0.015,0.015,0.015,0.015,-0.0582,-0.0569,0.0,0.0,0.0013,0.0013,0.0277,0.0277,0.0277,-0.0519,0.0249,0.0249,-0.0052,-0.5492,-0.5439,0.5503,0.0498,-0.0094,-0.0059,0.0501,0.0373,-0.5709,-0.5709
TCGA.AR.A24Q,0.0828,0.8798,0.9223,0.5144,-0.4312,-0.4301,0.225,0.3314,-0.0785,-0.0785,2.426,-0.4373,-0.0687,-0.0004,0.0,0.0,1.3856,-0.05,-0.8315,-0.4192,2.1082,-0.4404,-0.4368,0.6838,0.3078,-0.0386,0.3551,0.3126,-0.8559,-0.0382,0.3139,-0.3781,-0.4312,-0.4569,0.4146,-0.4546,0.225,0.3314,-0.4493,-0.4406,0.288,-1.1413,-0.0344,-1.1684,0.587,0.4365,-0.6032,-0.3694,-0.8082,0.0,-0.3437,-0.3345,1.0871,0.3031,-0.4514,-0.813,-0.4433,-0.4433,0.3428,-0.0388,0.4698,-0.4368,0.7874,-0.091,0.3551,0.3196,-0.0303,-0.0196,0.3943
TCGA.AR.A24R,0.7354,0.718,-0.0039,-0.0039,0.015,0.1098,-0.6924,-0.6924,0.1568,0.1568,0.694,-0.1083,-0.1083,0.2007,3.1098,0.189,0.0329,0.0394,0.0056,0.257,-0.3927,-0.2628,-0.2444,1.3811,-0.3599,-0.3599,-0.3683,2.7183,-0.3317,-0.3151,-0.1435,-0.0039,0.0001,0.015,0.1417,0.1417,-0.6924,-0.6924,-0.7169,0.0,0.0022,0.1599,-0.6911,-0.6934,-0.0076,-0.0076,-0.1083,-0.1393,0.2007,-0.6952,-0.7025,-0.709,0.0329,0.0394,0.0069,0.0181,0.2492,0.2492,-0.4282,0.0306,-0.2653,-0.2444,-0.3337,-0.3599,-0.3683,-0.0236,0.6693,-1.068,-0.3648
TCGA.AR.A24S,0.0831,0.0831,-0.5322,0.038,0.0258,-0.574,0.0314,0.0314,-0.8842,-0.8842,0.9657,0.2237,0.2237,0.9431,0.0429,0.0429,0.0281,-0.6009,-0.2728,0.036,0.2257,-0.5478,-0.2399,0.3396,1.5827,-0.2202,-0.2593,0.1539,-0.5495,-0.2676,0.0186,-0.5322,0.0735,-0.5651,-0.574,-0.574,0.0314,0.0314,0.0314,0.0449,0.0493,-0.8842,-0.2552,-0.2552,-0.2552,-0.2344,0.2237,0.2237,-0.5797,0.0429,0.0429,0.0429,0.0281,-0.568,-0.5663,-0.2551,0.036,0.036,-0.5617,-0.548,-0.5478,-0.2399,-0.3139,-0.5488,-0.2593,1.2111,-0.181,-0.2272,-0.2272
TCGA.AR.A24T,0.3753,0.3753,0.0115,0.0001,0.0043,0.0035,0.0021,-0.4172,0.0008,0.0008,0.0008,-0.0153,0.0006,-0.4111,0.0021,0.0021,-0.0037,-0.0041,-0.4193,-0.0007,0.0031,-0.4142,-0.0043,-0.0043,-0.0178,-0.0178,-0.0178,0.0043,-0.4104,-0.4177,-0.0065,-0.4186,0.0043,0.0,0.0035,0.0007,0.0021,-0.4172,-0.4286,0.0015,0.0015,0.0008,-0.0027,-0.0027,0.0061,0.0061,0.0006,0.0006,-0.4111,0.0021,-0.4143,-0.4143,-0.0037,-0.0024,-0.0024,-0.4133,-0.0007,-0.0007,0.0007,-0.413,-0.4142,-0.0043,0.0072,-0.0178,-0.0178,0.0043,-0.0022,0.0025,0.0025
TCGA.AR.A24U,0.3782,0.3665,0.0201,0.0201,-0.0785,0.3148,0.0568,0.0568,-0.2543,-0.2543,2.3979,0.5442,2.2886,-0.0783,-0.0783,-0.0783,-0.0823,-0.0823,0.1821,0.0567,0.0344,-0.133,3.6569,-0.2265,-0.0327,1.0506,-0.0278,0.0652,-0.0152,-0.0152,-0.0634,0.0201,0.0577,-0.0011,-0.2301,-0.191,0.0568,0.0568,0.0474,0.0579,0.0579,-0.2543,0.0,0.0,0.0,0.0,-0.2464,-0.2464,-0.0783,-0.0783,-0.0993,-0.0993,-0.0823,-0.0823,-0.0823,0.1821,0.0741,0.0741,0.0382,-0.1949,-0.133,-0.1916,-0.0295,-0.0327,-0.0278,0.0426,-0.243,-0.1371,0.8493
TCGA.AR.A24V,0.0,0.0,0.1494,0.1494,-0.1371,0.8025,-0.1461,-0.1468,0.7224,-0.7535,1.0184,0.15,0.15,0.1628,2.513,0.1482,-0.4881,0.128,-0.4418,-0.13,-0.1278,-0.351,0.5313,0.5313,0.1064,0.1064,0.1064,0.6855,0.0,0.0,-0.1283,0.1494,-0.1371,-0.1282,0.8025,0.8025,-0.1461,-0.1468,-0.1468,0.1979,0.1478,-0.8007,-0.1326,-0.1326,-0.1326,-0.1326,0.15,0.15,0.1628,-0.4344,-0.4482,-0.4263,0.124,0.128,0.128,-0.4443,-0.13,-0.13,-0.1278,-0.4398,-0.351,0.5313,-0.3332,0.1064,0.1064,0.6954,-0.1282,0.1505,0.1505
TCGA.AR.A24W,0.4177,0.4324,0.0069,0.0069,-0.1359,0.1564,-0.0427,-0.0427,0.1577,0.1577,0.1577,-0.1534,-0.1534,0.0125,0.0125,0.0125,0.1397,0.1397,-0.1369,0.0037,-0.1563,-0.0089,-0.0089,-0.0089,0.1152,0.1152,0.1152,0.1486,0.0,-0.3038,-0.1463,0.0069,-0.1359,-0.1359,0.1564,0.1564,-0.0427,-0.0427,-0.0427,0.5827,-0.1489,0.1577,-0.3025,-0.3025,0.0139,-0.0046,-0.1534,-0.1534,0.0125,0.0125,0.0125,0.0125,0.1397,0.1397,0.1397,-0.1369,0.0037,0.0037,-0.1563,0.0769,-0.0089,-0.0089,-0.137,0.1152,0.1152,0.1486,-0.1481,0.4539,-0.1827
TCGA.AR.A24X,1.2828,1.3131,-0.0072,-0.0072,-0.0111,-0.006,-0.0112,-0.0112,-0.0058,-0.0058,-0.0058,0.0039,0.0039,0.0058,0.0058,0.0025,0.0145,-0.012,-0.0084,0.0024,0.0115,0.0167,0.0167,0.0167,0.0255,0.0245,0.0245,0.0205,0.0071,0.0071,-0.0094,-0.0072,-0.0111,-0.0111,-0.006,-0.006,-0.0112,-0.0112,-0.0112,-0.0083,-0.0028,0.0163,0.0069,0.0069,0.0069,0.0069,0.0039,0.0163,0.0058,0.0058,0.0025,0.0025,-0.0058,0.0,0.0,-0.0084,0.0024,0.0024,0.0115,-0.7008,0.0167,0.0167,0.0083,0.0255,0.0245,0.0205,0.0083,-0.6968,-0.7278
TCGA.AR.A24Z,0.5291,0.4079,0.5344,0.0469,0.0037,0.0089,0.0281,-0.0648,-0.5436,0.4738,1.078,-0.0403,-0.0147,-0.5296,2.2275,1.5509,0.4654,0.4654,-0.5658,0.0748,0.3499,0.3937,0.3937,0.4429,1.1967,0.2996,0.2996,0.4774,-0.0987,0.1889,-0.012,-0.5876,-0.0392,-0.0054,-0.3501,-0.3472,-0.5973,0.7115,0.2622,-0.0061,-0.0266,-1.1448,-1.2929,-1.2929,-1.1084,-0.0581,-0.0147,-0.0061,-0.5564,-0.1194,-1.1336,0.3672,0.4654,0.4324,0.4392,-0.5258,-0.5712,0.0303,-0.1163,-0.0308,-0.5926,0.3937,0.5022,-0.0482,0.2996,0.3886,0.4631,0.426,-0.614
TCGA.AR.A250,0.5035,0.4744,-0.0469,-0.1161,2.9788,-0.2849,0.381,-0.6084,1.0921,-0.6278,0.1925,-0.1984,-0.1984,0.4133,0.3623,0.9849,-0.0874,0.2906,-0.2,0.1925,-0.2127,-0.446,3.6569,3.6569,-0.2931,0.2153,0.446,0.3398,-0.6609,-0.1803,-0.0267,-0.0469,0.0631,0.285,-0.2849,-0.2849,0.381,-0.6084,-0.0925,0.1242,-0.0287,-0.6093,0.1432,0.1432,0.1216,0.1216,-0.1984,-0.1984,0.351,1.1143,-0.6168,-0.6168,-0.0874,0.2906,0.2906,-0.2247,-0.2055,-0.2055,0.0844,0.2377,-0.446,0.5692,-0.3566,-0.2931,0.6729,0.3398,-0.4889,-0.227,-0.227
TCGA.AR.A251,0.0437,0.4355,-0.3669,0.8132,0.0642,0.0588,0.0265,0.4175,-0.3934,0.8532,0.9837,0.919,0.0354,0.0881,0.0297,0.0581,-0.3812,-0.3837,-0.387,-0.3733,0.4891,-0.0105,-0.0105,0.0061,-0.061,1.7785,-0.4645,0.8173,0.4031,-0.844,-0.4145,-0.4048,-0.4491,-0.4057,-0.8494,-1.2929,0.4621,0.0296,-0.4294,-0.0138,0.0364,-0.3905,0.0741,-0.3683,0.4425,-0.4319,-0.3927,-0.4443,-0.8718,0.0,0.5268,-0.8746,-0.6564,-0.3813,-0.4143,-0.8147,-0.3884,-0.3934,-0.8564,-0.4368,0.393,-0.0105,-0.8702,-0.0731,-0.4645,-0.377,0.0569,0.0177,-0.9299
TCGA.AR.A252,0.1304,0.1304,0.0153,0.0153,-0.0558,0.0099,-0.1176,-0.1176,0.0114,0.0114,0.0114,0.0114,0.0114,0.0104,0.0104,0.0104,-0.112,-0.112,-0.1982,0.0072,0.0092,-0.1532,-0.1532,0.8811,-0.122,-0.122,-0.122,3.3987,-0.1186,-0.1186,0.0,0.0153,-0.0558,-0.0558,0.0099,0.0099,-0.1306,-0.1176,-0.1176,0.0096,0.0096,0.0114,-0.117,-0.1147,-0.1147,-0.1306,0.0114,0.0114,0.0104,0.0104,0.0104,0.0104,-0.112,-0.112,-0.112,-0.2291,0.0072,0.0072,0.0092,0.0082,-0.1532,-0.1532,-0.2481,-0.117,-0.122,-0.1166,-0.112,-0.1391,-0.1391
TCGA.AR.A254,0.8741,0.707,0.0054,0.004,-0.0904,0.2996,0.0011,0.0011,-0.3326,-0.3326,1.9109,0.3465,2.7427,-0.0058,-0.0058,-0.0058,-0.3452,0.0032,-0.0066,0.0025,0.3182,-0.326,3.6569,0.2937,0.0033,0.0033,0.0033,3.482,-0.3269,-0.3201,-0.0024,0.0118,-0.0904,-0.0904,0.2977,0.0021,0.0011,0.0011,-0.005,-0.0006,-0.0006,-0.3377,0.0011,0.0011,0.0011,0.0011,-0.3219,2.4052,-0.0058,-0.0058,-0.334,-0.0102,-0.3201,0.0032,0.0032,-0.3105,0.0025,0.0025,0.3182,-0.3117,-0.326,-0.3024,-0.0018,0.0033,0.0033,0.2381,0.005,-0.0042,-0.0525
TCGA.AR.A255,0.4543,1.5096,-0.346,0.6666,-0.3291,0.346,0.3308,-0.3474,-0.7094,-0.6795,0.7895,0.6528,0.0125,0.007,0.2973,-0.3363,0.0249,0.0,-0.335,-0.2567,0.0014,-0.3569,0.3078,0.3078,0.1422,0.1422,0.1422,0.7183,-0.3578,-0.3319,0.0068,-0.3661,-0.3291,0.0105,0.346,0.346,0.3308,-0.3474,-0.3474,-0.3476,-0.346,-0.7094,-0.334,-0.334,-0.334,0.0054,0.0125,0.0125,0.007,0.2973,-0.3363,-0.3522,0.0249,-0.0036,-0.0036,-0.3266,-0.2985,-0.2985,-0.3316,-0.3622,-0.3569,0.3078,-0.3325,0.1422,0.1422,-0.0255,0.0047,-0.3582,-0.3582
TCGA.AR.A256,1.9128,0.8487,-0.4633,0.5219,-0.467,0.0,-0.9672,0.5638,2.3747,-0.0725,2.0702,0.6967,-0.0083,0.0687,0.0331,-0.4679,-0.5141,0.1645,0.5539,-0.4733,-0.4585,-0.4286,-0.4286,0.4432,0.3887,0.4195,-0.0216,0.4505,-0.2451,0.0345,0.3499,-0.4462,-0.4811,-0.9808,-0.4767,-0.2823,-0.4102,0.2134,-0.4816,-0.356,-0.5237,-0.3414,0.9668,0.5929,-0.0082,-0.4659,-0.0083,-0.5864,-0.4803,0.0331,-0.4386,-0.4234,-0.203,-0.7899,0.8949,0.0594,-0.4465,-0.4718,-0.4707,-0.3278,-0.4733,-0.4154,-0.0084,-0.4789,0.4041,0.4311,0.0619,-0.4633,-0.5324
TCGA.AR.A2LE,0.6504,0.6504,-0.0046,-0.0164,-0.0135,-0.0011,-0.0047,-0.0047,-0.7026,0.023,-0.0047,0.0081,0.0081,0.0056,0.0056,0.0056,0.0,0.0,0.0026,0.0086,0.0149,-0.6741,0.0161,0.0161,0.0295,0.0295,0.0257,0.0302,0.0069,0.0069,-0.0051,-0.0046,0.0056,0.0033,-0.0011,-0.0011,-0.0047,-0.0047,-0.0047,-0.0008,-0.0008,-0.7026,0.0111,0.0111,0.0111,0.0111,0.0081,0.0081,0.0171,0.0056,0.0134,0.0134,0.0,0.0,0.0,0.0026,0.0086,0.0086,0.0194,-0.6952,-0.6741,0.0161,0.018,0.0295,0.0257,0.0036,0.012,0.0398,0.0398
TCGA.AR.A2LH,0.0766,0.0299,-0.088,-0.088,-0.0226,0.0444,0.0042,0.0042,0.1058,0.1058,0.1058,0.006,0.006,-0.0218,-0.0218,-0.0218,-0.0581,-0.0581,-0.0922,-0.0258,0.1111,-0.0922,-0.0922,-0.0922,-0.0177,-0.0177,-0.0177,-0.0247,0.0766,0.0766,-0.0204,-0.088,-0.0226,-0.0226,0.0444,0.0444,0.0042,0.0042,0.0042,0.0467,0.0467,0.1058,0.0419,0.0419,0.0419,0.0419,0.006,0.006,-0.0218,-0.0218,-0.0218,-0.0218,-0.0581,-0.0581,-0.0581,-0.0922,-0.0258,-0.0258,0.1111,-0.0992,-0.0922,-0.0922,0.1084,-0.0177,-0.0177,-0.0247,-0.0263,-0.0222,-0.0222
TCGA.AR.A2LJ,0.4291,0.4291,0.0022,0.0022,0.0037,-0.0033,-0.0064,0.0106,0.0021,0.0021,-0.0225,0.0,0.0,0.0039,3.6569,3.6569,0.0033,0.0033,0.0058,-0.0086,0.0056,-0.0286,3.6569,0.3439,-0.0174,-0.0174,-0.0174,-0.0017,-0.0044,-0.0044,-0.0086,0.0022,-0.032,0.0037,-0.0033,-0.0033,-0.0138,0.0106,0.0075,-0.0077,-0.0077,0.0021,0.0108,0.0108,0.0108,0.0078,0.0,0.0,-0.0004,0.0082,-0.4359,-0.4446,0.0033,0.0033,0.0033,0.0058,-0.0086,-0.0086,0.0056,-0.5594,-0.4459,-0.0178,0.0043,-0.0174,-0.0174,-0.0017,0.0035,-0.0033,-0.0033
TCGA.AR.A2LK,0.8511,0.8511,0.0769,0.0487,0.0723,0.7526,0.0883,0.0883,0.6038,1.5013,1.5137,-0.3171,-0.3132,-0.0109,3.6569,-0.4836,0.0967,0.0967,-0.3799,0.4602,-0.3559,0.4827,0.4827,0.4827,-0.2986,-0.2986,-0.2986,0.5699,-0.3465,-0.3465,-0.3505,0.0802,0.0723,0.0723,0.7526,0.7526,0.0883,0.0883,0.0883,-0.3819,-0.3858,-0.499,-0.3526,-0.3526,-0.3526,-0.3526,-0.3132,-0.3132,-0.0109,-0.4558,-0.4836,-0.4836,0.0967,0.0967,0.0967,-0.3799,0.4602,0.4602,-0.3559,-0.3541,-0.2234,0.4827,0.0943,-0.2986,-0.2986,0.5699,-0.3406,-0.2979,-0.2979
TCGA.AR.A2LL,1.2592,1.2592,0.1664,0.1508,0.1711,0.2581,0.1794,0.1794,-0.5423,0.8493,2.2815,0.8184,3.6569,-0.431,0.5012,0.0585,-0.1079,-0.1079,-0.6708,-0.0308,-0.0857,1.2373,1.2373,0.5242,0.0,0.0,0.0,0.3801,-0.4108,-0.4449,-0.0406,0.1508,0.2092,0.1711,0.2581,0.2581,0.1794,0.1794,0.1591,-0.0462,-0.0864,-0.5423,0.0932,0.0932,3.6569,-0.5616,-0.7311,-0.7532,-0.431,-0.0533,-0.779,-0.7718,-0.1079,-0.1079,-0.1079,-0.0556,-0.0308,-0.0308,-0.0857,-0.7426,-0.7389,1.2373,-0.0616,0.0,0.0,0.3801,-0.0001,-0.0566,-0.0574
TCGA.AR.A2LM,0.9666,0.9666,-0.0058,-0.0058,-0.0062,-0.0015,-0.0076,-0.0076,0.0003,0.0003,0.0003,-0.0014,-0.0014,0.0053,0.0053,0.0053,-0.5561,-0.0218,0.0178,-0.0043,0.0028,3.6569,0.0079,0.0079,0.0237,0.0237,0.0237,0.0171,0.001,0.001,0.0,-0.0058,-0.0062,-0.0062,-0.0015,-0.0015,-0.0076,-0.0076,-0.0076,0.017,0.017,0.0003,0.0006,0.0006,0.0006,0.021,-0.0014,-0.0014,0.0053,0.0053,-0.4986,0.0168,-0.5561,-0.0036,-0.0036,-0.0205,-0.0043,-0.0043,0.0028,-0.5525,-0.5392,0.0079,0.0141,0.0237,0.0237,0.0171,0.0051,0.0167,0.0167
TCGA.AR.A2LN,0.3605,0.3605,0.0049,-0.0076,-0.0071,-0.0008,-0.0061,-0.0061,0.0,0.0,0.0,0.0053,0.0053,0.0036,0.0036,0.0036,-0.0011,3.0089,-0.005,0.0014,0.0152,0.0175,0.0175,0.0175,0.0141,0.0141,0.0141,0.0181,0.0093,0.0093,-0.0032,0.0049,-0.0071,-0.0071,-0.0008,-0.0008,-0.0061,-0.0061,-0.0061,-0.0011,-0.007,0.0,0.0058,0.0058,0.0058,0.0058,0.0053,0.0125,0.0152,0.0036,0.0036,0.0036,-0.0011,-0.3757,-0.3717,-0.005,0.0014,0.0014,0.0152,-0.3726,0.0175,0.0175,-0.3948,0.0141,0.0141,0.0181,0.0039,0.0374,0.0374
TCGA.AR.A2LO,0.4329,0.4329,-0.128,0.0,-0.1545,0.0025,0.0021,-0.3021,0.2002,0.2002,0.2002,0.0217,-0.2977,-0.1566,-0.1566,-0.1566,0.0028,0.0028,-0.0033,-0.0047,0.0083,0.0057,0.0057,0.0057,-0.0004,-0.0004,-0.0004,0.7198,-0.2863,-0.2951,-0.0014,-0.128,-0.1545,-0.0068,0.0025,0.0025,0.0021,0.0021,-0.2928,0.0003,0.2236,-0.303,0.0042,0.0042,0.0042,0.0042,-0.2962,-0.293,-0.1566,-0.1566,-0.1566,-0.3046,0.0028,0.0028,0.0028,-0.0033,0.0071,0.0071,0.0083,-0.2921,0.0057,0.0057,-0.0047,-0.0004,-0.0004,-0.0039,0.006,-0.2894,-0.2894
TCGA.AR.A2LQ,0.141,0.141,0.0334,0.0334,0.001,-0.0026,0.0025,0.0005,-0.0026,-0.0026,-0.0026,0.0,0.0,0.001,0.001,0.001,-0.0156,-0.0156,-0.001,0.0024,-0.0021,-0.0303,-0.0303,-0.0303,0.1164,0.1164,0.1164,-0.0004,-0.0354,0.141,-0.01,0.0334,0.001,0.001,-0.0026,-0.0026,0.0025,0.0005,0.0005,-0.0231,0.0017,0.0028,-0.0094,-0.0047,-0.0047,-0.0047,0.0,0.0,0.001,0.001,0.001,0.001,-0.0156,-0.0156,-0.0156,-0.001,0.0024,0.0024,-0.0021,-0.1503,-0.0303,-0.0303,0.0029,0.1164,0.1164,-0.0004,-0.0017,-0.0026,-0.0039
TCGA.AR.A2LR,3.1519,0.584,0.5786,0.5442,0.5888,1.172,1.1455,0.5502,-0.7058,3.6569,3.6569,1.0789,-0.6304,0.5363,0.7461,0.7461,0.5491,3.6569,1.2237,-0.0598,0.5182,0.506,-0.0775,0.502,0.4217,1.4393,1.332,0.5978,-0.0378,-0.0567,-0.0473,-0.0186,-0.0367,-0.7238,-0.7155,-0.1004,0.6212,0.5502,0.0057,-0.0492,0.586,-0.7274,-0.0418,-0.0365,-0.6727,-0.0314,-0.6304,-0.641,0.5363,0.7461,-0.017,-0.017,1.6369,-0.0372,-0.0567,-0.0677,-0.0473,-0.0446,-0.6861,-0.0439,-0.0294,-0.0775,-0.6996,-0.7565,0.4296,-0.0156,0.5371,0.5731,0.5731
